Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-02-01T00:00Z,60,65,low
2024-02-01T00:30Z,62,64,low
2024-02-01T01:00Z,61,61,low
2024-02-01T01:30Z,61,61,low
2024-02-01T02:00Z,64,65,low
2024-02-01T02:30Z,60,65,low
2024-02-01T03:00Z,59,60,low
2024-02-01T03:30Z,60,62,low
2024-02-01T04:00Z,62,55,low
2024-02-01T04:30Z,60,61,low
2024-02-01T05:00Z,67,64,low
2024-02-01T05:30Z,83,62,low
2024-02-01T06:00Z,121,67,moderate
2024-02-01T06:30Z,148,84,moderate
2024-02-01T07:00Z,166,131,moderate
2024-02-01T07:30Z,175,171,moderate
2024-02-01T08:00Z,168,178,moderate
2024-02-01T08:30Z,164,181,moderate
2024-02-01T09:00Z,146,167,moderate
2024-02-01T09:30Z,143,166,moderate
2024-02-01T10:00Z,146,153,moderate
2024-02-01T10:30Z,138,154,moderate
2024-02-01T11:00Z,133,151,moderate
2024-02-01T11:30Z,128,173,moderate
2024-02-01T12:00Z,124,144,moderate
2024-02-01T12:30Z,133,130,moderate
2024-02-01T13:00Z,138,128,moderate
2024-02-01T13:30Z,141,144,moderate
2024-02-01T14:00Z,153,146,moderate
2024-02-01T14:30Z,157,149,moderate
2024-02-01T15:00Z,152,150,moderate
2024-02-01T15:30Z,161,157,moderate
2024-02-01T16:00Z,169,155,moderate
2024-02-01T16:30Z,175,164,moderate
2024-02-01T17:00Z,186,173,moderate
2024-02-01T17:30Z,182,173,moderate
2024-02-01T18:00Z,175,180,moderate
2024-02-01T18:30Z,175,178,moderate
2024-02-01T19:00Z,173,169,moderate
2024-02-01T19:30Z,168,172,moderate
2024-02-01T20:00Z,160,164,moderate
2024-02-01T20:30Z,144,165,moderate
2024-02-01T21:00Z,126,144,moderate
2024-02-01T21:30Z,104,127,low
2024-02-01T22:00Z,89,109,low
2024-02-01T22:30Z,84,102,low
2024-02-01T23:00Z,71,81,low
2024-02-01T23:30Z,67,74,low
2024-02-02T00:00Z,67,69,low
2024-02-02T00:30Z,71,68,low
2024-02-02T01:00Z,66,70,low
2024-02-02T01:30Z,64,68,low
2024-02-02T02:00Z,75,65,low
2024-02-02T02:30Z,72,70,low
2024-02-02T03:00Z,74,77,low
2024-02-02T03:30Z,73,78,low
2024-02-02T04:00Z,71,74,low
2024-02-02T04:30Z,69,74,low
2024-02-02T05:00Z,63,71,low
2024-02-02T05:30Z,72,70,low
2024-02-02T06:00Z,86,66,low
2024-02-02T06:30Z,99,72,low
2024-02-02T07:00Z,104,84,low
2024-02-02T07:30Z,104,95,low
2024-02-02T08:00Z,90,103,low
2024-02-02T08:30Z,90,97,low
2024-02-02T09:00Z,84,98,low
2024-02-02T09:30Z,71,97,low
2024-02-02T10:00Z,67,88,low
2024-02-02T10:30Z,65,68,low
2024-02-02T11:00Z,56,80,low
2024-02-02T11:30Z,57,67,low
2024-02-02T12:00Z,55,60,low
2024-02-02T12:30Z,45,61,low
2024-02-02T13:00Z,44,54,low
2024-02-02T13:30Z,44,46,low
2024-02-02T14:00Z,49,44,low
2024-02-02T14:30Z,48,44,low
2024-02-02T15:00Z,42,49,low
2024-02-02T15:30Z,48,51,low
2024-02-02T16:00Z,52,51,low
2024-02-02T16:30Z,63,49,low
2024-02-02T17:00Z,71,56,low
2024-02-02T17:30Z,72,66,low
2024-02-02T18:00Z,68,69,low
2024-02-02T18:30Z,65,68,low
2024-02-02T19:00Z,62,66,low
2024-02-02T19:30Z,62,60,low
2024-02-02T20:00Z,64,63,low
2024-02-02T20:30Z,60,61,low
2024-02-02T21:00Z,73,63,low
2024-02-02T21:30Z,64,59,low
2024-02-02T22:00Z,67,71,low
2024-02-02T22:30Z,58,57,low
2024-02-02T23:00Z,57,65,low
2024-02-02T23:30Z,61,65,low
2024-02-03T00:00Z,61,63,low
2024-02-03T00:30Z,66,54,low
2024-02-03T01:00Z,65,60,low
2024-02-03T01:30Z,65,64,low
2024-02-03T02:00Z,68,62,low
2024-02-03T02:30Z,66,66,low
2024-02-03T03:00Z,70,69,low
2024-02-03T03:30Z,66,65,low
