Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-04-01T00:00Z,85,86,low
2024-04-01T00:30Z,87,86,low
2024-04-01T01:00Z,83,89,low
2024-04-01T01:30Z,85,91,low
2024-04-01T02:00Z,91,89,low
2024-04-01T02:30Z,91,96,low
2024-04-01T03:00Z,90,96,low
2024-04-01T03:30Z,87,97,low
2024-04-01T04:00Z,79,93,low
2024-04-01T04:30Z,84,89,low
2024-04-01T05:00Z,81,82,low
2024-04-01T05:30Z,78,84,low
2024-04-01T06:00Z,71,85,low
2024-04-01T06:30Z,72,82,low
2024-04-01T07:00Z,73,80,low
2024-04-01T07:30Z,72,79,low
2024-04-01T08:00Z,64,79,low
2024-04-01T08:30Z,64,77,low
2024-04-01T09:00Z,67,64,low
2024-04-01T09:30Z,68,66,low
2024-04-01T10:00Z,70,67,low
2024-04-01T10:30Z,70,64,low
2024-04-01T11:00Z,65,66,low
2024-04-01T11:30Z,67,73,low
2024-04-01T12:00Z,68,69,low
2024-04-01T12:30Z,68,71,low
2024-04-01T13:00Z,64,77,low
2024-04-01T13:30Z,66,72,low
2024-04-01T14:00Z,66,74,low
2024-04-01T14:30Z,76,80,low
2024-04-01T15:00Z,85,78,low
2024-04-01T15:30Z,96,81,low
2024-04-01T16:00Z,110,114,moderate
2024-04-01T16:30Z,122,120,moderate
2024-04-01T17:00Z,137,128,moderate
2024-04-01T17:30Z,144,139,moderate
2024-04-01T18:00Z,149,148,moderate
2024-04-01T18:30Z,149,147,moderate
2024-04-01T19:00Z,146,152,moderate
2024-04-01T19:30Z,147,153,moderate
2024-04-01T20:00Z,143,152,moderate
2024-04-01T20:30Z,139,146,moderate
2024-04-01T21:00Z,127,145,moderate
2024-04-01T21:30Z,114,133,moderate
2024-04-01T22:00Z,89,124,low
2024-04-01T22:30Z,86,119,low
2024-04-01T23:00Z,90,110,low
2024-04-01T23:30Z,82,94,low
2024-04-02T00:00Z,84,106,low
2024-04-02T00:30Z,84,92,low
2024-04-02T01:00Z,81,96,low
2024-04-02T01:30Z,80,92,low
2024-04-02T02:00Z,79,88,low
2024-04-02T02:30Z,81,87,low
2024-04-02T03:00Z,81,84,low
