Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-07-01T00:00Z,105,118,low
2024-07-01T00:30Z,105,116,low
2024-07-01T01:00Z,108,121,low
2024-07-01T01:30Z,105,109,low
2024-07-01T02:00Z,95,111,low
2024-07-01T02:30Z,92,104,low
2024-07-01T03:00Z,98,104,low
2024-07-01T03:30Z,94,103,low
2024-07-01T04:00Z,101,96,low
2024-07-01T04:30Z,105,102,low
2024-07-01T05:00Z,108,68,low
2024-07-01T05:30Z,112,103,moderate
2024-07-01T06:00Z,118,111,moderate
2024-07-01T06:30Z,118,109,moderate
2024-07-01T07:00Z,113,111,moderate
2024-07-01T07:30Z,111,119,moderate
2024-07-01T08:00Z,109,113,low
2024-07-01T08:30Z,105,106,low
2024-07-01T09:00Z,104,103,low
2024-07-01T09:30Z,100,94,low
2024-07-01T10:00Z,99,89,low
2024-07-01T10:30Z,96,95,low
2024-07-01T11:00Z,88,93,low
2024-07-01T11:30Z,86,90,low
2024-07-01T12:00Z,80,86,low
2024-07-01T12:30Z,73,81,low
2024-07-01T13:00Z,72,80,low
2024-07-01T13:30Z,69,76,low
2024-07-01T14:00Z,69,70,low
2024-07-01T14:30Z,67,67,low
2024-07-01T15:00Z,72,64,low
2024-07-01T15:30Z,76,58,low
2024-07-01T16:00Z,75,58,low
2024-07-01T16:30Z,81,63,low
2024-07-01T17:00Z,87,67,low
2024-07-01T17:30Z,89,71,low
2024-07-01T18:00Z,94,82,low
2024-07-01T18:30Z,94,90,low
2024-07-01T19:00Z,91,93,low
2024-07-01T19:30Z,90,94,low
2024-07-01T20:00Z,89,94,low
2024-07-01T20:30Z,90,93,low
2024-07-01T21:00Z,84,97,low
2024-07-01T21:30Z,74,94,low
2024-07-01T22:00Z,66,94,low
2024-07-01T22:30Z,59,88,low
2024-07-01T23:00Z,57,75,low
2024-07-01T23:30Z,56,63,low
2024-07-02T00:00Z,59,52,low
2024-07-02T00:30Z,58,51,low
2024-07-02T01:00Z,56,48,low
2024-07-02T01:30Z,54,51,low
2024-07-02T02:00Z,55,51,low
2024-07-02T02:30Z,55,49,low
2024-07-02T03:00Z,57,48,low
2024-07-02T03:30Z,57,48,low
2024-07-02T04:00Z,65,47,low
2024-07-02T04:30Z,75,48,low
2024-07-02T05:00Z,76,38,low
2024-07-02T05:30Z,90,56,low
2024-07-02T06:00Z,99,65,low
2024-07-02T06:30Z,108,67,low
2024-07-02T07:00Z,108,78,low
2024-07-02T07:30Z,99,86,low
2024-07-02T08:00Z,96,91,low
2024-07-02T08:30Z,97,90,low
2024-07-02T09:00Z,99,87,low
2024-07-02T09:30Z,102,87,low
2024-07-02T10:00Z,104,92,low
2024-07-02T10:30Z,103,94,low
2024-07-02T11:00Z,103,95,low
2024-07-02T11:30Z,103,96,low
2024-07-02T12:00Z,107,96,low
2024-07-02T12:30Z,108,100,low
2024-07-02T13:00Z,101,101,low
2024-07-02T13:30Z,94,102,low
2024-07-02T14:00Z,100,102,low
2024-07-02T14:30Z,107,102,low
2024-07-02T15:00Z,113,106,moderate
2024-07-02T15:30Z,120,120,moderate
