Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2024-10-01T00:00Z,59,55,low
2024-10-01T00:30Z,60,52,low
2024-10-01T01:00Z,57,53,low
2024-10-01T01:30Z,58,54,low
2024-10-01T02:00Z,56,53,low
2024-10-01T02:30Z,55,52,low
2024-10-01T03:00Z,53,51,low
2024-10-01T03:30Z,52,53,low
2024-10-01T04:00Z,59,52,low
2024-10-01T04:30Z,66,51,low
2024-10-01T05:00Z,86,56,low
2024-10-01T05:30Z,103,59,low
2024-10-01T06:00Z,118,79,moderate
2024-10-01T06:30Z,119,100,moderate
2024-10-01T07:00Z,116,113,moderate
2024-10-01T07:30Z,119,108,moderate
2024-10-01T08:00Z,123,96,moderate
2024-10-01T08:30Z,121,108,moderate
2024-10-01T09:00Z,118,102,moderate
2024-10-01T09:30Z,115,96,moderate
2024-10-01T10:00Z,108,108,low
2024-10-01T10:30Z,106,98,low
2024-10-01T11:00Z,100,98,low
2024-10-01T11:30Z,102,90,low
2024-10-01T12:00Z,101,95,low
2024-10-01T12:30Z,99,89,low
2024-10-01T13:00Z,97,88,low
2024-10-01T13:30Z,98,89,low
2024-10-01T14:00Z,101,89,low
2024-10-01T14:30Z,99,92,low
2024-10-01T15:00Z,105,94,low
2024-10-01T15:30Z,109,99,low
2024-10-01T16:00Z,116,108,moderate
2024-10-01T16:30Z,118,112,moderate
2024-10-01T17:00Z,125,116,moderate
2024-10-01T17:30Z,130,121,moderate
2024-10-01T18:00Z,129,122,moderate
2024-10-01T18:30Z,127,126,moderate
2024-10-01T19:00Z,126,114,moderate
2024-10-01T19:30Z,120,122,moderate
2024-10-01T20:00Z,109,121,low
2024-10-01T20:30Z,95,110,low
2024-10-01T21:00Z,74,107,low
2024-10-01T21:30Z,68,63,low
2024-10-01T22:00Z,58,71,low
2024-10-01T22:30Z,52,63,low
2024-10-01T23:00Z,54,60,low
2024-10-01T23:30Z,52,62,low
2024-10-02T00:00Z,52,64,low
2024-10-02T00:30Z,54,53,low
2024-10-02T01:00Z,55,55,low
2024-10-02T01:30Z,56,55,low
2024-10-02T02:00Z,56,55,low
2024-10-02T02:30Z,57,57,low
2024-10-02T03:00Z,59,58,low
2024-10-02T03:30Z,62,60,low
2024-10-02T04:00Z,72,62,low
2024-10-02T04:30Z,89,65,low
2024-10-02T05:00Z,110,72,moderate
2024-10-02T05:30Z,127,96,moderate
2024-10-02T06:00Z,132,105,moderate
2024-10-02T06:30Z,135,148,moderate
2024-10-02T07:00Z,133,140,moderate
2024-10-02T07:30Z,135,136,moderate
2024-10-02T08:00Z,132,135,moderate
2024-10-02T08:30Z,128,134,moderate
2024-10-02T09:00Z,125,125,moderate
2024-10-02T09:30Z,120,115,moderate
2024-10-02T10:00Z,121,129,moderate
2024-10-02T10:30Z,118,125,moderate
2024-10-02T11:00Z,117,126,moderate
2024-10-02T11:30Z,116,122,moderate
2024-10-02T12:00Z,118,115,moderate
2024-10-02T12:30Z,117,113,moderate
2024-10-02T13:00Z,118,119,moderate
2024-10-02T13:30Z,121,121,moderate
2024-10-02T14:00Z,127,122,moderate
2024-10-02T14:30Z,139,130,moderate
2024-10-02T15:00Z,145,134,moderate
2024-10-02T15:30Z,156,142,moderate
2024-10-02T16:00Z,162,146,moderate
2024-10-02T16:30Z,164,151,moderate
2024-10-02T17:00Z,171,170,moderate
2024-10-02T17:30Z,174,174,moderate
2024-10-02T18:00Z,171,172,moderate
2024-10-02T18:30Z,173,172,moderate
2024-10-02T19:00Z,169,162,moderate
2024-10-02T19:30Z,164,163,moderate
2024-10-02T20:00Z,153,161,moderate
2024-10-02T20:30Z,144,159,moderate
2024-10-02T21:00Z,127,148,moderate
2024-10-02T21:30Z,119,156,moderate
2024-10-02T22:00Z,104,121,low
2024-10-02T22:30Z,102,116,low
2024-10-02T23:00Z,106,109,low
2024-10-02T23:30Z,109,109,low
2024-10-03T00:00Z,121,116,moderate
2024-10-03T00:30Z,125,114,moderate
2024-10-03T01:00Z,123,117,moderate
2024-10-03T01:30Z,124,127,moderate
2024-10-03T02:00Z,122,117,moderate
2024-10-03T02:30Z,122,121,moderate
2024-10-03T03:00Z,134,121,moderate
2024-10-03T03:30Z,126,119,moderate
2024-10-03T04:00Z,126,120,moderate
2024-10-03T04:30Z,146,125,moderate
2024-10-03T05:00Z,170,118,moderate
2024-10-03T05:30Z,189,150,moderate
2024-10-03T06:00Z,200,173,high
2024-10-03T06:30Z,204,60,high
2024-10-03T07:00Z,209,190,high
2024-10-03T07:30Z,203,200,high
2024-10-03T08:00Z,194,198,high
2024-10-03T08:30Z,183,194,moderate
2024-10-03T09:00Z,169,183,moderate
2024-10-03T09:30Z,159,172,moderate
2024-10-03T10:00Z,148,157,moderate
2024-10-03T10:30Z,142,151,moderate
2024-10-03T11:00Z,140,136,moderate
2024-10-03T11:30Z,143,121,moderate
2024-10-03T12:00Z,143,136,moderate
2024-10-03T12:30Z,147,138,moderate
2024-10-03T13:00Z,151,147,moderate
2024-10-03T13:30Z,155,147,moderate
2024-10-03T14:00Z,160,150,moderate
2024-10-03T14:30Z,171,171,moderate
2024-10-03T15:00Z,181,166,moderate
2024-10-03T15:30Z,190,176,high
2024-10-03T16:00Z,201,190,high
2024-10-03T16:30Z,208,196,high
2024-10-03T17:00Z,212,202,high
2024-10-03T17:30Z,219,207,high
2024-10-03T18:00Z,219,207,high
2024-10-03T18:30Z,220,206,high
2024-10-03T19:00Z,214,208,high
2024-10-03T19:30Z,206,200,high
2024-10-03T20:00Z,193,203,high
2024-10-03T20:30Z,180,196,moderate
2024-10-03T21:00Z,158,172,moderate
2024-10-03T21:30Z,140,166,moderate
2024-10-03T22:00Z,123,153,moderate
2024-10-03T22:30Z,106,130,low
2024-10-03T23:00Z,100,117,low
2024-10-03T23:30Z,101,118,low
2024-10-04T00:00Z,98,115,low
2024-10-04T00:30Z,100,93,low
2024-10-04T01:00Z,101,91,low
2024-10-04T01:30Z,98,91,low
2024-10-04T02:00Z,96,92,low
2024-10-04T02:30Z,98,90,low
2024-10-04T03:00Z,106,86,low
2024-10-04T03:30Z,107,105,low
2024-10-04T04:00Z,125,102,moderate
2024-10-04T04:30Z,136,102,moderate
2024-10-04T05:00Z,164,121,moderate
2024-10-04T05:30Z,174,132,moderate
2024-10-04T06:00Z,175,154,moderate
2024-10-04T06:30Z,177,145,moderate
2024-10-04T07:00Z,178,170,moderate
2024-10-04T07:30Z,177,168,moderate
2024-10-04T08:00Z,169,163,moderate
2024-10-04T08:30Z,151,162,moderate
2024-10-04T09:00Z,133,152,moderate
2024-10-04T09:30Z,123,132,moderate
2024-10-04T10:00Z,111,121,moderate
2024-10-04T10:30Z,101,114,low
2024-10-04T11:00Z,102,105,low
2024-10-04T11:30Z,104,113,low
2024-10-04T12:00Z,101,105,low
2024-10-04T12:30Z,101,103,low
2024-10-04T13:00Z,104,97,low
2024-10-04T13:30Z,108,97,low
2024-10-04T14:00Z,109,95,low
2024-10-04T14:30Z,117,102,moderate
2024-10-04T15:00Z,127,111,moderate
2024-10-04T15:30Z,143,115,moderate
2024-10-04T16:00Z,154,127,moderate
2024-10-04T16:30Z,161,139,moderate
2024-10-04T17:00Z,161,150,moderate
2024-10-04T17:30Z,163,158,moderate
2024-10-04T18:00Z,164,159,moderate
2024-10-04T18:30Z,161,154,moderate
2024-10-04T19:00Z,152,151,moderate
2024-10-04T19:30Z,143,151,moderate
2024-10-04T20:00Z,142,138,moderate
2024-10-04T20:30Z,131,128,moderate
2024-10-04T21:00Z,117,135,moderate
2024-10-04T21:30Z,107,118,low
2024-10-04T22:00Z,81,100,low
2024-10-04T22:30Z,74,96,low
2024-10-04T23:00Z,72,76,low
2024-10-04T23:30Z,69,74,low
2024-10-05T00:00Z,65,74,low
2024-10-05T00:30Z,67,62,low
2024-10-05T01:00Z,66,64,low
2024-10-05T01:30Z,66,62,low
2024-10-05T02:00Z,64,62,low
2024-10-05T02:30Z,66,65,low
2024-10-05T03:00Z,68,62,low
2024-10-05T03:30Z,65,65,low
2024-10-05T04:00Z,66,66,low
2024-10-05T04:30Z,67,64,low
2024-10-05T05:00Z,68,67,low
2024-10-05T05:30Z,72,66,low
2024-10-05T06:00Z,76,66,low
2024-10-05T06:30Z,82,74,low
2024-10-05T07:00Z,92,73,low
2024-10-05T07:30Z,89,73,low
2024-10-05T08:00Z,86,86,low
2024-10-05T08:30Z,79,83,low
2024-10-05T09:00Z,69,77,low
2024-10-05T09:30Z,60,71,low
2024-10-05T10:00Z,51,66,low
2024-10-05T10:30Z,45,59,low
2024-10-05T11:00Z,44,54,low
2024-10-05T11:30Z,43,48,low
2024-10-05T12:00Z,40,47,low
2024-10-05T12:30Z,37,47,low
