Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival
1,Monday,07:49,45.0,18:03,43.6465585163753
1,Monday,10:00,43.6465585163753,14:00,42.8965585163753
2,Tuesday,08:03,45.0,17:56,43.380657763576025
2,Tuesday,16:04,43.380657763576025,17:38,31.65198723178211
3,Wednesday,07:49,45.0,18:05,43.58836851976502
3,Wednesday,09:00,43.58836851976502,15:00,42.83836851976502
4,Thursday,07:55,45.0,17:46,43.4321180472303
5,Friday,07:59,45.0,18:11,43.52198594476023
5,Friday,09:00,43.52198594476023,15:00,42.77198594476023
6,Saturday,No trips,45.00,,45.00
7,Sunday,No trips,45.00,,45.00
8,Monday,08:01,45.0,17:49,43.44580807126658
8,Monday,10:00,43.44580807126658,14:00,42.69580807126658
9,Tuesday,07:53,45.0,17:59,43.45766955612429
9,Tuesday,08:51,43.45766955612429,10:13,33.27437169074456
10,Wednesday,07:52,45.0,18:14,43.385898911406024
10,Wednesday,09:00,43.385898911406024,15:00,42.635898911406024
11,Thursday,08:12,45.0,18:03,43.59340571278086
11,Thursday,13:11,43.59340571278086,14:23,34.63760576480836
12,Friday,08:09,45.0,17:57,43.54543568209406
12,Friday,09:00,43.54543568209406,15:00,42.79543568209406
13,Saturday,15:13,45.0,16:43,33.796395705382494
13,Saturday,13:05,33.796395705382494,14:01,26.824493908138002
14,Sunday,08:18,45.0,10:17,30.060546752353105
15,Monday,08:06,45.0,17:51,43.54451860829714
15,Monday,10:00,43.54451860829714,14:00,42.79451860829714
16,Tuesday,07:47,45.0,17:50,43.416725048639314
17,Wednesday,08:01,45.0,18:13,43.532470355746035
17,Wednesday,09:00,43.532470355746035,15:00,42.782470355746035
18,Thursday,07:49,45.0,18:01,43.57134291315324
19,Friday,08:11,45.0,17:57,43.466855345659084
19,Friday,09:00,43.466855345659084,15:00,42.716855345659084
20,Saturday,No trips,45.00,,45.00
21,Sunday,No trips,45.00,,45.00
22,Monday,08:05,45.0,17:48,43.503909289689545
22,Monday,10:00,43.503909289689545,14:00,42.753909289689545
23,Tuesday,07:54,45.0,18:00,43.56579154344681
24,Wednesday,07:45,45.0,18:09,43.49415335435492
24,Wednesday,09:00,43.49415335435492,15:00,42.74415335435492
25,Thursday,08:03,45.0,17:52,43.515297592106904
26,Friday,08:07,45.0,17:46,43.5534942455092
26,Friday,09:00,43.5534942455092,15:00,42.8034942455092
27,Saturday,12:02,45.0,13:21,35.08034648900128
28,Sunday,13:29,45.0,15:06,32.83238621078187
29,Monday,07:46,45.0,17:55,43.41217276097041
29,Monday,10:00,43.41217276097041,14:00,42.66217276097041
30,Tuesday,08:00,45.0,17:49,43.57775915388127
31,Wednesday,07:49,45.0,18:10,43.50626065815808
31,Wednesday,09:00,43.50626065815808,15:00,42.75626065815808
32,Thursday,07:46,45.0,18:13,43.536596390486324
33,Friday,08:00,45.0,18:03,43.57343783264287
33,Friday,09:00,43.57343783264287,15:00,42.82343783264287
34,Saturday,10:42,45.0,12:27,31.97043818821559
34,Saturday,15:19,31.97043818821559,16:14,25.016924802739673
35,Sunday,No trips,45.00,,45.00
36,Monday,07:52,45.0,18:02,43.50086672284859
36,Monday,10:00,43.50086672284859,14:00,42.75086672284859
37,Tuesday,08:12,45.0,17:47,43.64762031542381
38,Wednesday,08:00,45.0,17:50,43.485261954867745
38,Wednesday,09:00,43.485261954867745,15:00,42.735261954867745
39,Thursday,08:04,45.0,18:07,43.52507648862313
40,Friday,07:55,45.0,18:06,43.36811247519448
40,Friday,09:00,43.36811247519448,15:00,42.61811247519448
41,Saturday,No trips,45.00,,45.00
42,Sunday,No trips,45.00,,45.00
43,Monday,08:00,45.0,18:00,43.55169900429598
43,Monday,10:00,43.55169900429598,14:00,42.80169900429598
44,Tuesday,08:12,45.0,18:11,43.5693667397011
45,Wednesday,07:58,45.0,17:45,43.377190403792156
45,Wednesday,09:00,43.377190403792156,15:00,42.627190403792156
46,Thursday,07:46,45.0,18:13,43.378526495359594
47,Friday,07:45,45.0,18:02,43.494412506851326
47,Friday,09:00,43.494412506851326,15:00,42.744412506851326
48,Saturday,No trips,45.00,,45.00
49,Sunday,No trips,45.00,,45.00
50,Monday,07:51,45.0,18:07,43.609126673958805
50,Monday,10:00,43.609126673958805,14:00,42.859126673958805
51,Tuesday,07:57,45.0,18:05,43.56110866061199
51,Tuesday,19:06,43.56110866061199,20:56,29.749061647959746
52,Wednesday,07:55,45.0,17:59,43.45704372159586
52,Wednesday,09:00,43.45704372159586,15:00,42.70704372159586
53,Thursday,08:09,45.0,18:00,43.40984405280214
54,Friday,08:09,45.0,17:49,43.5968613223905
54,Friday,09:00,43.5968613223905,15:00,42.8468613223905
55,Saturday,11:06,45.0,12:41,33.07990715123204
56,Sunday,No trips,45.00,,45.00
57,Monday,08:08,45.0,17:57,43.42990085635293
57,Monday,10:00,43.42990085635293,14:00,42.67990085635293
58,Tuesday,07:46,45.0,18:03,43.5943324549897
58,Tuesday,11:28,43.5943324549897,13:26,28.885079254441067
59,Wednesday,07:45,45.0,17:57,43.6083330138432
59,Wednesday,09:00,43.6083330138432,15:00,42.8583330138432
60,Thursday,07:46,45.0,17:45,43.47594113146444
61,Friday,07:54,45.0,17:48,43.630621116284715
61,Friday,09:00,43.630621116284715,15:00,42.880621116284715
62,Saturday,No trips,45.00,,45.00
63,Sunday,No trips,45.00,,45.00
64,Monday,07:51,45.0,18:14,43.549077833057474
64,Monday,10:00,43.549077833057474,14:00,42.799077833057474
65,Tuesday,08:14,45.0,17:49,43.4837509914402
66,Wednesday,08:03,45.0,18:08,43.500967347140715
66,Wednesday,09:00,43.500967347140715,15:00,42.750967347140715
67,Thursday,08:14,45.0,17:59,43.378535250379436
68,Friday,07:45,45.0,18:13,43.39195730094104
68,Friday,09:00,43.39195730094104,15:00,42.64195730094104
69,Saturday,No trips,45.00,,45.00
70,Sunday,14:01,45.0,15:28,34.200270022233774
71,Monday,07:45,45.0,17:53,43.648039227211505
71,Monday,10:00,43.648039227211505,14:00,42.898039227211505
72,Tuesday,08:14,45.0,17:59,43.37019408556302
73,Wednesday,08:01,45.0,17:58,43.627634283287406
73,Wednesday,09:00,43.627634283287406,15:00,42.877634283287406
74,Thursday,08:07,45.0,17:46,43.480397617822405
75,Friday,08:04,45.0,17:55,43.574988327522654
75,Friday,09:00,43.574988327522654,15:00,42.824988327522654
76,Saturday,No trips,45.00,,45.00
77,Sunday,No trips,45.00,,45.00
78,Monday,08:02,45.0,18:06,43.40545030741567
78,Monday,10:00,43.40545030741567,14:00,42.65545030741567
79,Tuesday,07:46,45.0,17:55,43.51756356729567
80,Wednesday,07:50,45.0,18:13,43.56324048448837
80,Wednesday,09:00,43.56324048448837,15:00,42.81324048448837
81,Thursday,07:55,45.0,18:06,43.568613271403166
82,Friday,08:07,45.0,17:53,43.49772213856627
82,Friday,09:00,43.49772213856627,15:00,42.74772213856627
83,Saturday,No trips,45.00,,45.00
84,Sunday,No trips,45.00,,45.00
85,Monday,08:09,45.0,17:49,43.59718625299445
85,Monday,10:00,43.59718625299445,14:00,42.84718625299445
86,Tuesday,08:13,45.0,17:51,43.539150996990976
87,Wednesday,07:47,45.0,17:52,43.61737498235434
87,Wednesday,09:00,43.61737498235434,15:00,42.86737498235434
88,Thursday,07:51,45.0,17:51,43.44449430263842
88,Thursday,09:46,43.44449430263842,11:29,30.595546737606224
89,Friday,08:13,45.0,18:02,43.626860847224
89,Friday,09:00,43.626860847224,15:00,42.876860847224
90,Saturday,No trips,45.00,,45.00
91,Sunday,No trips,45.00,,45.00
92,Monday,08:06,45.0,17:49,43.420994380974975
92,Monday,10:00,43.420994380974975,14:00,42.670994380974975
93,Tuesday,07:52,45.0,18:00,43.64737001366002
94,Wednesday,07:45,45.0,18:09,43.505735045748274
94,Wednesday,09:00,43.505735045748274,15:00,42.755735045748274
95,Thursday,08:10,45.0,17:49,43.554080969508796
96,Friday,08:08,45.0,17:50,43.457263255107925
96,Friday,09:00,43.457263255107925,15:00,42.707263255107925
97,Saturday,No trips,45.00,,45.00
98,Sunday,No trips,45.00,,45.00
99,Monday,08:03,45.0,18:00,43.50231951819451
99,Monday,10:00,43.50231951819451,14:00,42.75231951819451
100,Tuesday,07:58,45.0,18:10,43.40284913138358
101,Wednesday,08:10,45.0,17:50,43.356623019917414
101,Wednesday,09:00,43.356623019917414,15:00,42.606623019917414
102,Thursday,07:53,45.0,18:04,43.49474708949192
102,Thursday,09:44,43.49474708949192,11:39,29.185862953863925
103,Friday,07:49,45.0,18:02,43.4644055327916
103,Friday,09:00,43.4644055327916,15:00,42.7144055327916
104,Saturday,12:41,45.0,14:33,31.01435468010375
105,Sunday,No trips,45.00,,45.00
106,Monday,08:14,45.0,18:07,43.51359548875442
106,Monday,10:00,43.51359548875442,14:00,42.76359548875442
107,Tuesday,07:53,45.0,17:51,43.4567065239047
108,Wednesday,07:49,45.0,18:04,43.398833621248755
108,Wednesday,09:00,43.398833621248755,15:00,42.648833621248755
109,Thursday,07:46,45.0,17:56,43.35688826852502
110,Friday,07:46,45.0,18:07,43.38874632054485
110,Friday,09:00,43.38874632054485,15:00,42.63874632054485
111,Saturday,18:08,45.0,19:15,36.594131857231964
112,Sunday,16:45,45.0,18:33,31.467650169983255
112,Sunday,10:07,31.467650169983255,11:21,22.233923475391002
113,Monday,07:54,45.0,17:58,43.53364412397156
113,Monday,10:00,43.53364412397156,14:00,42.78364412397156
114,Tuesday,07:59,45.0,18:00,43.62289700767667
114,Tuesday,11:14,43.62289700767667,12:27,34.46744468455651
115,Wednesday,08:08,45.0,18:14,43.534275423496695
115,Wednesday,09:00,43.534275423496695,15:00,42.784275423496695
116,Thursday,08:03,45.0,17:55,43.61086300071792
117,Friday,08:03,45.0,18:12,43.58754047625559
117,Friday,09:00,43.58754047625559,15:00,42.83754047625559
118,Saturday,12:59,45.0,14:04,36.86343092734813
118,Saturday,18:58,36.86343092734813,19:54,29.860882090355624
119,Sunday,13:57,45.0,15:46,31.4720139522297
120,Monday,08:10,45.0,17:52,43.40130261866127
120,Monday,10:00,43.40130261866127,14:00,42.65130261866127
121,Tuesday,08:10,45.0,17:53,43.6151199148795
121,Tuesday,13:00,43.6151199148795,14:37,31.50215855803725
121,Tuesday,16:18,31.50215855803725,17:07,25.418526430457888
122,Wednesday,08:00,45.0,17:47,43.61184979422105
122,Wednesday,09:00,43.61184979422105,15:00,42.86184979422105
123,Thursday,07:56,45.0,18:01,43.434229664228006
123,Thursday,09:36,43.434229664228006,10:55,33.55237711525839
124,Friday,07:49,45.0,17:53,43.46452373052137
124,Friday,09:00,43.46452373052137,15:00,42.71452373052137
125,Saturday,15:18,45.0,16:13,38.1174844321916
126,Sunday,No trips,45.00,,45.00
127,Monday,08:00,45.0,18:08,43.557013917144154
127,Monday,10:00,43.557013917144154,14:00,42.807013917144154
128,Tuesday,07:58,45.0,17:47,43.398438406614616
129,Wednesday,08:04,45.0,18:12,43.50949400949773
129,Wednesday,09:00,43.50949400949773,15:00,42.75949400949773
130,Thursday,08:03,45.0,18:00,43.382608243693305
131,Friday,07:48,45.0,18:03,43.54535514888451
131,Friday,09:00,43.54535514888451,15:00,42.79535514888451
132,Saturday,No trips,45.00,,45.00
133,Sunday,18:19,45.0,19:46,34.196027151482355
134,Monday,08:05,45.0,18:09,43.44090829724066
134,Monday,10:00,43.44090829724066,14:00,42.69090829724066
135,Tuesday,08:14,45.0,18:10,43.36814881878063
136,Wednesday,08:09,45.0,17:58,43.44183573443647
136,Wednesday,09:00,43.44183573443647,15:00,42.69183573443647
137,Thursday,07:59,45.0,17:46,43.528200161593205
138,Friday,07:50,45.0,17:51,43.6443261144021
138,Friday,09:00,43.6443261144021,15:00,42.8943261144021
139,Saturday,No trips,45.00,,45.00
140,Sunday,No trips,45.00,,45.00
141,Monday,07:53,45.0,18:14,43.57692726242579
141,Monday,10:00,43.57692726242579,14:00,42.82692726242579
142,Tuesday,08:08,45.0,18:12,43.486050328834764
143,Wednesday,08:12,45.0,17:50,43.50148928987045
143,Wednesday,09:00,43.50148928987045,15:00,42.75148928987045
144,Thursday,08:13,45.0,17:50,43.542021713834835
145,Friday,07:57,45.0,17:53,43.58742042966421
145,Friday,09:00,43.58742042966421,15:00,42.83742042966421
146,Saturday,No trips,45.00,,45.00
147,Sunday,No trips,45.00,,45.00
148,Monday,07:57,45.0,17:54,43.45556329615154
148,Monday,10:00,43.45556329615154,14:00,42.70556329615154
149,Tuesday,07:55,45.0,17:55,43.411199437816
150,Wednesday,07:45,45.0,18:06,43.41793811724357
150,Wednesday,09:00,43.41793811724357,15:00,42.66793811724357
151,Thursday,08:04,45.0,17:45,43.359522151935536
152,Friday,07:51,45.0,18:10,43.403725815810745
152,Friday,09:00,43.403725815810745,15:00,42.653725815810745
153,Saturday,No trips,45.00,,45.00
154,Sunday,No trips,45.00,,45.00
155,Monday,07:59,45.0,17:52,43.62043548566448
155,Monday,10:00,43.62043548566448,14:00,42.87043548566448
156,Tuesday,08:08,45.0,18:00,43.52745620526008
156,Tuesday,17:13,43.52745620526008,18:42,32.33756272374778
157,Wednesday,08:11,45.0,17:48,43.39030992595959
157,Wednesday,09:00,43.39030992595959,15:00,42.64030992595959
158,Thursday,08:13,45.0,18:13,43.37654685749749
159,Friday,08:13,45.0,17:59,43.44868307677377
159,Friday,09:00,43.44868307677377,15:00,42.69868307677377
160,Saturday,No trips,45.00,,45.00
161,Sunday,No trips,45.00,,45.00
162,Monday,07:58,45.0,18:06,43.46454740296403
162,Monday,10:00,43.46454740296403,14:00,42.71454740296403
163,Tuesday,08:03,45.0,17:51,43.406542685163075
