Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min)
1,Monday,No trips,32.0,,32.0
2,Tuesday,08:13,32.00,18:01,30.31,10.29,600
3,Wednesday,No trips,32.0,,32.0
4,Thursday,08:05,32.00,17:45,30.38,9.88,600
5,Friday,No trips,32.0,,32.0
6,Saturday,No trips,32.0,,32.0
7,Sunday,No trips,32.0,,32.0
8,Monday,No trips,32.0,,32.0
9,Tuesday,08:02,32.00,18:02,30.21,10.91,600
10,Wednesday,13:10,32.00,14:07,31.22,4.75,11
11,Thursday,07:59,32.00,18:03,30.51,9.07,600
12,Friday,No trips,32.0,,32.0
13,Saturday,No trips,32.0,,32.0
14,Sunday,No trips,32.0,,32.0
15,Monday,No trips,32.0,,32.0
16,Tuesday,08:11,32.00,17:56,30.47,9.36,600
17,Wednesday,No trips,32.0,,32.0
18,Thursday,08:11,32.00,18:06,30.46,9.41,600
18,Thursday,15:58,30.46,17:11,29.47,6.04,14
19,Friday,No trips,32.0,,32.0
20,Saturday,No trips,32.0,,32.0
21,Sunday,No trips,32.0,,32.0
22,Monday,No trips,32.0,,32.0
23,Tuesday,07:52,32.00,18:08,30.34,10.12,600
24,Wednesday,11:53,32.00,12:58,31.12,5.39,13
25,Thursday,08:02,32.00,17:57,30.37,9.93,600
26,Friday,No trips,32.0,,32.0
27,Saturday,No trips,32.0,,32.0
28,Sunday,No trips,32.0,,32.0
29,Monday,No trips,32.0,,32.0
30,Tuesday,07:50,32.00,17:47,30.26,10.61,600
31,Wednesday,No trips,32.0,,32.0
32,Thursday,07:49,32.00,18:08,30.35,10.08,600
33,Friday,No trips,32.0,,32.0
34,Saturday,No trips,32.0,,32.0
35,Sunday,No trips,32.0,,32.0
36,Monday,No trips,32.0,,32.0
37,Tuesday,08:08,32.00,17:45,30.20,10.96,600
38,Wednesday,No trips,32.0,,32.0
39,Thursday,08:00,32.00,17:58,30.41,9.73,600
39,Thursday,11:26,30.41,12:44,29.34,6.50,16
40,Friday,No trips,32.0,,32.0
41,Saturday,No trips,32.0,,32.0
42,Sunday,No trips,32.0,,32.0
43,Monday,No trips,32.0,,32.0
44,Tuesday,08:01,32.00,17:58,30.25,10.67,600
45,Wednesday,No trips,32.0,,32.0
46,Thursday,08:07,32.00,18:02,30.39,9.80,600
47,Friday,No trips,32.0,,32.0
48,Saturday,No trips,32.0,,32.0
49,Sunday,No trips,32.0,,32.0
50,Monday,No trips,32.0,,32.0
51,Tuesday,08:02,32.00,17:49,30.52,9.01,600
52,Wednesday,No trips,32.0,,32.0
53,Thursday,07:56,32.00,17:46,30.27,10.55,600
54,Friday,No trips,32.0,,32.0
55,Saturday,No trips,32.0,,32.0
56,Sunday,No trips,32.0,,32.0
57,Monday,11:18,32.00,11:59,31.44,3.42,8
58,Tuesday,07:46,32.00,17:59,30.30,10.36,600
58,Tuesday,12:48,30.30,14:02,29.29,6.16,15
59,Wednesday,11:38,32.00,13:25,30.54,8.90,21
60,Thursday,07:48,32.00,18:14,30.52,9.03,600
61,Friday,No trips,32.0,,32.0
62,Saturday,No trips,32.0,,32.0
63,Sunday,No trips,32.0,,32.0
64,Monday,No trips,32.0,,32.0
65,Tuesday,07:54,32.00,18:13,30.23,10.77,600
66,Wednesday,No trips,32.0,,32.0
67,Thursday,08:13,32.00,17:51,30.32,10.23,600
68,Friday,No trips,32.0,,32.0
69,Saturday,No trips,32.0,,32.0
70,Sunday,No trips,32.0,,32.0
71,Monday,No trips,32.0,,32.0
72,Tuesday,08:09,32.00,17:48,30.34,10.11,600
72,Tuesday,11:21,30.34,12:08,29.70,3.94,9
73,Wednesday,No trips,32.0,,32.0
74,Thursday,07:54,32.00,18:05,30.47,9.32,600
75,Friday,No trips,32.0,,32.0
76,Saturday,No trips,32.0,,32.0
77,Sunday,No trips,32.0,,32.0
78,Monday,No trips,32.0,,32.0
79,Tuesday,07:50,32.00,18:00,30.23,10.78,600
80,Wednesday,No trips,32.0,,32.0
81,Thursday,08:05,32.00,18:04,30.42,9.66,600
82,Friday,No trips,32.0,,32.0
83,Saturday,No trips,32.0,,32.0
84,Sunday,No trips,32.0,,32.0
85,Monday,No trips,32.0,,32.0
86,Tuesday,07:47,32.00,17:56,30.29,10.41,600
87,Wednesday,11:33,32.00,13:23,30.50,9.17,22
88,Thursday,08:03,32.00,17:47,30.40,9.74,600
89,Friday,No trips,32.0,,32.0
90,Saturday,11:16,32.00,12:14,31.21,4.79,11
90,Saturday,11:34,31.21,13:19,29.78,8.74,21
91,Sunday,09:01,32.00,09:37,31.52,2.93,7
92,Monday,No trips,32.0,,32.0
93,Tuesday,07:46,32.00,18:06,30.51,9.09,600
94,Wednesday,No trips,32.0,,32.0
95,Thursday,07:56,32.00,18:02,30.31,10.31,600
96,Friday,No trips,32.0,,32.0
97,Saturday,No trips,32.0,,32.0
98,Sunday,No trips,32.0,,32.0
99,Monday,14:14,32.00,16:07,30.46,9.37,22
99,Monday,17:52,30.46,19:52,28.83,9.96,24
100,Tuesday,08:02,32.00,17:54,30.30,10.37,600
101,Wednesday,No trips,32.0,,32.0
102,Thursday,07:45,32.00,17:55,30.44,9.50,600
103,Friday,No trips,32.0,,32.0
104,Saturday,No trips,32.0,,32.0
105,Sunday,No trips,32.0,,32.0
106,Monday,No trips,32.0,,32.0
107,Tuesday,08:07,32.00,18:06,30.28,10.47,600
108,Wednesday,No trips,32.0,,32.0
109,Thursday,07:47,32.00,18:00,30.25,10.66,600
110,Friday,No trips,32.0,,32.0
111,Saturday,No trips,32.0,,32.0
112,Sunday,No trips,32.0,,32.0
113,Monday,No trips,32.0,,32.0
114,Tuesday,08:07,32.00,17:50,30.47,9.32,600
115,Wednesday,No trips,32.0,,32.0
116,Thursday,08:01,32.00,17:57,30.22,10.88,600
117,Friday,16:43,32.00,18:39,30.41,9.71,23
118,Saturday,No trips,32.0,,32.0
119,Sunday,No trips,32.0,,32.0
120,Monday,No trips,32.0,,32.0
121,Tuesday,07:47,32.00,18:10,30.40,9.73,600
122,Wednesday,No trips,32.0,,32.0
123,Thursday,08:00,32.00,17:50,30.47,9.33,600
124,Friday,No trips,32.0,,32.0
125,Saturday,No trips,32.0,,32.0
126,Sunday,No trips,32.0,,32.0
127,Monday,No trips,32.0,,32.0
128,Tuesday,07:47,32.00,17:56,30.21,10.90,600
129,Wednesday,No trips,32.0,,32.0
130,Thursday,08:04,32.00,17:57,30.27,10.56,600
131,Friday,16:32,32.00,17:16,31.40,3.69,9
132,Saturday,No trips,32.0,,32.0
133,Sunday,No trips,32.0,,32.0
134,Monday,No trips,32.0,,32.0
135,Tuesday,08:12,32.00,17:49,30.50,9.16,600
136,Wednesday,No trips,32.0,,32.0
137,Thursday,07:55,32.00,18:11,30.47,9.31,600
138,Friday,No trips,32.0,,32.0
139,Saturday,No trips,32.0,,32.0
140,Sunday,No trips,32.0,,32.0
141,Monday,No trips,32.0,,32.0
142,Tuesday,07:58,32.00,18:10,30.29,10.44,600
143,Wednesday,No trips,32.0,,32.0
144,Thursday,08:07,32.00,17:58,30.22,10.87,600
145,Friday,No trips,32.0,,32.0
146,Saturday,No trips,32.0,,32.0
147,Sunday,No trips,32.0,,32.0
148,Monday,No trips,32.0,,32.0
149,Tuesday,07:58,32.00,17:57,30.33,10.16,600
150,Wednesday,15:52,32.00,16:23,31.58,2.59,6
151,Thursday,07:52,32.00,17:55,30.52,9.04,600
152,Friday,No trips,32.0,,32.0
153,Saturday,No trips,32.0,,32.0
154,Sunday,No trips,32.0,,32.0
155,Monday,No trips,32.0,,32.0
156,Tuesday,08:10,32.00,17:49,30.20,10.97,600
157,Wednesday,No trips,32.0,,32.0
158,Thursday,08:05,32.00,17:55,30.29,10.42,600
159,Friday,No trips,32.0,,32.0
160,Saturday,No trips,32.0,,32.0
161,Sunday,No trips,32.0,,32.0
162,Monday,No trips,32.0,,32.0
163,Tuesday,07:55,32.00,18:10,30.43,9.60,600
164,Wednesday,No trips,32.0,,32.0
165,Thursday,07:54,32.00,17:50,30.28,10.49,600
165,Thursday,08:44,30.28,10:07,29.15,6.89,17
166,Friday,No trips,32.0,,32.0
167,Saturday,No trips,32.0,,32.0
168,Sunday,No trips,32.0,,32.0
169,Monday,No trips,32.0,,32.0
170,Tuesday,07:57,32.00,17:49,30.40,9.74,600
171,Wednesday,No trips,32.0,,32.0
172,Thursday,07:56,32.00,17:50,30.47,9.34,600
173,Friday,16:42,32.00,18:21,30.64,8.28,20
174,Saturday,16:18,32.00,17:09,31.30,4.24,10
175,Sunday,No trips,32.0,,32.0
176,Monday,No trips,32.0,,32.0
177,Tuesday,07:55,32.00,18:06,30.36,9.97,600
178,Wednesday,No trips,32.0,,32.0
179,Thursday,08:10,32.00,18:06,30.23,10.77,600
180,Friday,No trips,32.0,,32.0
181,Saturday,No trips,32.0,,32.0
182,Sunday,15:30,32.00,16:10,31.45,3.35,8
183,Monday,No trips,32.0,,32.0
184,Tuesday,08:08,32.00,17:50,30.48,9.26,600
184,Tuesday,12:29,30.48,13:47,29.41,6.52,16
185,Wednesday,No trips,32.0,,32.0
186,Thursday,08:11,32.00,18:10,30.26,10.62,600
187,Friday,No trips,32.0,,32.0
188,Saturday,No trips,32.0,,32.0
189,Sunday,No trips,32.0,,32.0
190,Monday,No trips,32.0,,32.0
