9	0.0650933
10	0.670201
11	0.496334
12	0.86318
13	0.0718181
15	6.93889e-18
12	2.56739e-16
15	1.2837e-16
8	2.42861e-16
14	1.00614e-16
15	4.85723e-16
8	9.36751e-17
10	1.21431e-16
13	5.96745e-16
14	5.27356e-16
8	0.595414
9	0.925255
10	1.46107
12	1.02696e-15
15	1.17961e-16
8	0.0675267
9	1.26106
10	0.48878
12	1.38778e-16
13	1.38778e-15
15	2.35922e-16
8	5.20417e-17
9	5.68989e-16
11	3.88578e-16
12	2.08167e-16
15	6.80012e-16
11	5.68989e-16
14	2.81025e-16
15	1.02349e-16
9	0.989846
11	0.98366
12	6.80012e-16
13	0.00340771
8	0.567194
9	1.21109
10	0.0846886
11	6.66134e-16
14	0.535793
14	0.162564
7	0.325371
8	0.280773
9	8.18789e-16
14	1.58207e-15
9	0.61725
10	1.34779
11	1.04083e-17
13	1.06859e-15
14	4.23273e-16
15	0.00234666
8	0.0845153
9	0.692436
11	0.146323
12	1.10232
13	0.0511015
11	4.16334e-16
12	2.13718e-15
13	2.56739e-16
14	5.82867e-16
16	1.49186e-16
8	0.00800203
9	5.06539e-16
11	1.36002e-15
8	2.25514e-17
12	5.41234e-16
9	1.1656
10	0.941849
13	6.93889e-16
14	0.0299983
7	0.174864
8	0.5273
9	1.13286
11	1.80411e-15
12	1.91513e-15
14	1.22125e-15
15	0.029035
9	0.0221955
10	1.06859e-15
10	5.82867e-16
10	7.07767e-16
11	2.98372e-16
12	2.08167e-16
16	0.00486186
8	0.513877
9	1.49045
10	4.85723e-16
12	6.38378e-16
14	0.0353654
8	0.621918
9	1.39644
10	1.36002e-15
11	2.77556e-17
12	1.08247e-15
13	4.71845e-16
12	1.52656e-16
13	5.68989e-16
14	3.83027e-15
15	7.91034e-16
8	0.238268
9	1.16675
11	0.493916
12	3.60822e-16
13	5.82867e-16
14	0.0405224
8	0.00965008
10	0.000917178
11	1.80411e-16
13	1.11022e-15
15	3.72966e-17
11	1.68251
12	0.150602
8	0.622443
9	1.39525
10	0.0767136
12	1.11022e-15
15	0.0223089
12	4.16334e-16
8	9.1073e-18
10	1.66533e-16
11	1.13798e-15
12	1.249e-16
13	7.49401e-16
10	0.280458
11	1.36854
12	0.441443
13	0.034389
14	0.0242825
15	9.71445e-17
9	1.57211
10	0.22739
12	5.41234e-16
10	2.08167e-16
11	4.02456e-16
13	2.08167e-16
14	3.95517e-16
15	0.00769747
13	9.71445e-16
15	9.88792e-17
9	1.16226e-16
10	6.76542e-17
11	7.49401e-16
15	2.08167e-17
9	0.654157
11	1.21737
12	0.0707022
15	0.0255684
9	1.17868
11	1.89675
14	5.55112e-16
15	6.17562e-16
10	0.0208741
11	5.82867e-16
9	3.46945e-16
14	1.04083e-17
15	1.70003e-16
8	0.659918
9	1.21525
11	0.171148
13	0.0600581
8	0.619936
9	1.33772
10	0.482956
11	0.0143411
13	1.13798e-15
14	9.02056e-16
10	4.02456e-16
11	2.22045e-16
14	7.07767e-16
12	1.2837e-16
13	5.27356e-16
8	0.609726
9	1.35242
12	0.63703
13	0.0552775
9	2.02664
10	8.04912e-16
11	9.71445e-16
12	1.44329e-15
14	0.0169032
15	0.00778656
14	3.53884e-16
15	1.07553e-16
9	2.35922e-16
10	6.245e-17
13	1.33227e-15
11	1.249e-16
9	0.4289
10	0.382966
11	1.34576
13	1.44329e-15
15	1.00614e-16
10	0.137752
11	1.19894
13	0.0805806
14	9.29812e-16
10	2.498e-16
11	1.38778e-16
12	1.58207e-15
14	0.00442352
9	6.10623e-16
10	5.41234e-16
11	2.08167e-16
12	5.13478e-16
13	6.80012e-16
11	1.04083e-16
12	5.41234e-16
13	6.52256e-16
14	3.19189e-16
12	1.86532
13	4.57967e-16
7	0.272248
8	0.946691
9	0.713389
10	2.44249e-15
11	2.77556e-15
13	1.13798e-15
11	0.635194
13	0.889222
14	3.46945e-16
8	1.17961e-16
12	7.49401e-16
10	0.00381559
11	5.68989e-16
9	0.971904
10	1.01202
12	1.13798e-15
8	0.623595
9	1.41643
10	3.60822e-16
13	5.96745e-16
14	3.33067e-16
12	1.38778e-15
15	0.0267881
10	1.94289e-16
13	2.22045e-15
14	1.47105e-15
15	6.93889e-16
8	1.38778e-16
9	4.71845e-16
10	3.16414e-15
11	4.996e-16
12	2.77556e-15
13	6.93889e-16
14	8.04912e-16
16	5.06539e-16
7	0.00792631
8	0.292855
10	2.38038
11	0.0915866
12	1.06859e-15
13	3.33067e-16
8	0.187792
9	1.72136
10	4.44089e-16
15	0.0152739
13	0.17275
8	0.0708389
9	1.86868
10	0.281824
11	2.22045e-16
12	0.0453484
13	0.0184399
10	1.80411e-16
9	0.458287
10	1.52957
12	0.681082
13	1.36002e-15
14	0.0216039
13	0.149974
9	1.03088
10	0.809603
15	0.0579703
10	8.32667e-17
11	8.04912e-16
13	6.66134e-16
10	1.94289e-16
13	0.380011
11	0.550235
12	0.834231
13	9.99201e-16
14	5.55112e-17
15	0.0353436
9	1.249e-16
11	5.27356e-16
13	7.77156e-16
14	5.55112e-16
12	0.358806
9	0.162505
10	1.81289
11	0.0901022
12	7.49401e-16
