1	0.246667
3	0.986667
5	0.74
7	0.74
9	0.246667
10	0.0180305
11	0.088783
13	0.246667
14	4.64906e-16
15	2.70617e-16
16	0.011133
23	0.246667
1	1.97333
3	0.986667
5	0.74
7	0.74
8	1.14492e-16
9	6.93889e-17
13	0.127283
16	0.00577397
23	0.74
1	1.23333
3	0.74
5	0.493333
7	0.493333
8	0.191352
9	2.42861e-16
10	3.81639e-16
12	1.17961e-16
12	2.01228e-16
14	0.74
15	0.0822321
16	9.02056e-17
23	1.72667
1	1.23333
3	0.74
5	0.246667
7	0.74
8	0.0483616
10	2.70617e-16
14	0.493333
16	0.986667
18	1.23333
20	2.22
22	1.48
0	0.74
2	0.74
4	0.74
6	0.493333
8	0.246667
10	0.246667
11	0.154354
13	3.46945e-17
14	2.70617e-16
19	1.23333
22	0.246667
0	2.22
2	1.72667
4	0.986667
6	0.493333
10	1.72667
14	0.246667
16	0.986667
17	0.0127224
19	1.72667
21	1.97333
23	1.23333
1	0.74
3	0.74
5	0.246667
7	0.74
8	0.0784899
9	1.94289e-16
14	2.28983e-16
0	1.48
2	1.48
4	0.986667
6	0.493333
8	0.493333
9	0.122459
13	0.246667
16	3.46945e-18
23	0.246667
1	1.97333
3	0.986667
5	0.493333
7	0.74
8	0.055953
9	0.0217827
10	1.38778e-16
13	0.74
14	0.133801
15	2.08167e-17
23	0.493333
1	1.97333
3	0.986667
5	0.493333
7	0.493333
9	0.17223
11	3.40006e-16
16	0.986667
18	1.97333
20	0.986667
22	1.97333
0	1.23333
2	0.74
4	0.74
6	0.493333
8	0.246667
9	0.223859
13	4.57967e-16
14	4.3715e-16
16	0.0101788
23	0.986667
1	1.72667
3	0.986667
5	0.74
7	0.74
9	0.246667
10	0.133114
12	0.246667
13	0.0364677
14	0.0288744
16	4.51028e-17
23	0.74
1	2.22
3	1.23333
5	0.986667
7	0.246667
9	0.246667
11	1.23333
13	0.246667
14	0.0195661
16	0.0089789
20	0.246667
22	0.246667
0	2.22
2	0.986667
4	0.74
6	0.493333
8	0.493333
10	0.201952
11	0.0191295
13	0.152445
