8	0.280224
9	0.394962
10	0.243617
11	2.02343
12	2.19278
13	0.761066
8	0.426249
9	0.872106
10	0.561377
11	0.229071
12	1.8134
8	0.0553776
9	0.601215
10	0.809701
11	0.906079
12	1.15989
13	1.05195
8	0.117904
9	0.679932
10	0.297227
12	0.262828
14	0.681653
15	0.250838
11	0.608894
8	0.348071
9	0.451605
10	0.148872
9	1.16668
10	1.30816
11	1.88961
12	1.36792
13	2.54631
14	0.70209
10	0.948835
11	0.74981
12	4.16334e-17
8	0.0020277
9	0.213256
10	0.790563
11	1.96012
12	1.85146
13	1.91351
10	0.983905
11	0.98041
12	1.11122
13	0.926534
14	1.41015
9	0.466712
10	0.703512
11	0.282166
13	1.02126
14	1.17186
12	0.126137
9	0.088035
10	0.600315
11	0.594298
12	1.0919
13	0.428887
12	0.883513
13	1.17271
10	0.765256
11	0.834247
12	0.696873
13	1.22094
10	0.271386
11	0.614031
12	0.101621
13	0.0825604
14	0.730511
10	1.10328
11	0.118151
14	0.00485059
15	0.219437
9	0.630075
12	0.419671
13	0.273215
9	0.494193
10	1.11782
11	1.46352
12	1.81334
13	1.71961
14	0.189059
11	0.101856
12	0.727725
13	1.42796
11	0.432192
12	0.245151
13	1.4281
10	0.633086
11	1.43362
12	1.52721
13	1.00404
14	0.30618
9	0.554874
10	1.1708
11	1.71135
12	1.46508
13	1.03272
9	0.175695
10	1.12699
11	1.66407
8	0.0598273
9	0.442905
10	0.409628
8	0.383452
9	1.17948
10	1.7856
11	2.17018
12	2.37863
13	2.11963
8	0.372641
9	1.06716
10	1.52678
11	1.82889
12	1.89403
13	1.85794
8	0.283851
9	1.15343
10	1.76067
11	2.18243
12	2.3108
13	2.09848
14	0.205788
10	1.12237
11	1.01734
12	0.992811
13	1.29291
14	1.76406
10	1.53727
11	2.07683
12	2.74766
13	2.40864
14	0.665033
10	0.446161
11	0.469795
12	0.523152
13	0.0261132
14	0.0148675
8	0.257046
9	1.17398
10	0.25134
11	1.68709
12	2.3417
13	2.1721
14	0.737216
8	0.29718
9	1.195
10	1.36323
11	1.73849
12	2.09094
13	1.64104
8	0.325063
9	1.06781
10	1.69695
11	2.01821
12	2.12563
13	2.1318
8	0.257317
9	1.06948
10	1.5434
11	2.0229
12	2.32463
13	2.11787
9	0.319949
10	1.88244
11	2.25179
12	2.2634
13	2.17003
14	0.119997
8	0.376273
9	1.14554
10	1.78168
11	2.1374
12	2.28555
13	2.22816
8	0.457483
8	0.361102
9	1.11198
8	0.228073
9	0.993369
10	1.36683
11	1.757
