Day,Weekday,Departure Time,SOC on Departure,Arrival Time,SOC on Arrival,Distance (km),Travel Time (min),Distance (km),Travel Time (min)
1,Monday,No trips,32.0,,32.0,,
2,Tuesday,08:14,48.0,18:00,44.2,23.10,612
3,Wednesday,No trips,32.0,,32.0,,
4,Thursday,07:45,48.00,18:01,45.00,18.29,600
5,Friday,No trips,32.0,,32.0,,
6,Saturday,No trips,32.0,,32.0,,
7,Sunday,No trips,32.0,,32.0,,
8,Monday,No trips,32.0,,32.0,,
9,Tuesday,07:52,48.0,18:01,43.6,26.79,621
10,Wednesday,No trips,32.0,,32.0,,
11,Thursday,08:12,48.00,17:52,45.05,17.98,600
12,Friday,No trips,32.0,,32.0,,
13,Saturday,16:37,48.00,17:18,47.44,3.42,8
14,Sunday,No trips,32.0,,32.0,,
15,Monday,No trips,32.0,,32.0,,
16,Tuesday,08:01,48.00,17:54,45.11,17.61,600
17,Wednesday,No trips,32.0,,32.0,,
18,Thursday,07:47,48.00,18:14,44.51,21.28,600
19,Friday,No trips,32.0,,32.0,,
20,Saturday,No trips,32.0,,32.0,,
21,Sunday,No trips,32.0,,32.0,,
22,Monday,No trips,32.0,,32.0,,
23,Tuesday,08:07,48.00,17:55,44.88,19.05,600
24,Wednesday,No trips,32.0,,32.0,,
25,Thursday,07:45,48.00,18:11,44.95,18.58,600
26,Friday,No trips,32.0,,32.0,,
27,Saturday,No trips,32.0,,32.0,,
28,Sunday,No trips,32.0,,32.0,,
29,Monday,No trips,32.0,,32.0,,
30,Tuesday,07:54,48.00,18:09,44.96,18.54,600
31,Wednesday,No trips,32.0,,32.0,,
32,Thursday,08:13,48.00,17:50,44.52,21.21,600
33,Friday,No trips,32.0,,32.0,,
34,Saturday,No trips,32.0,,32.0,,
35,Sunday,No trips,32.0,,32.0,,
36,Monday,No trips,32.0,,32.0,,
37,Tuesday,08:03,48.00,18:02,44.50,21.34,600
38,Wednesday,No trips,32.0,,32.0,,
39,Thursday,07:56,48.00,17:59,44.85,19.22,600
40,Friday,No trips,32.0,,32.0,,
41,Saturday,No trips,32.0,,32.0,,
42,Sunday,No trips,32.0,,32.0,,
43,Monday,No trips,32.0,,32.0,,
44,Tuesday,08:04,48.00,17:55,44.95,18.60,600
45,Wednesday,18:23,48.00,19:53,46.77,7.50,18
46,Thursday,08:05,48.00,17:51,45.04,18.05,600
47,Friday,No trips,32.0,,32.0,,
48,Saturday,No trips,32.0,,32.0,,
49,Sunday,14:29,48.00,16:23,46.43,9.56,23
50,Monday,11:49,48.00,13:07,46.93,6.54,16
51,Tuesday,08:05,48.00,18:04,45.05,17.96,600
52,Wednesday,No trips,32.0,,32.0,,
53,Thursday,08:09,48.00,18:03,44.84,19.28,600
54,Friday,No trips,32.0,,32.0,,
55,Saturday,No trips,32.0,,32.0,,
56,Sunday,No trips,32.0,,32.0,,
57,Monday,No trips,32.0,,32.0,,
58,Tuesday,07:48,48.00,17:58,44.89,18.94,600
59,Wednesday,No trips,32.0,,32.0,,
60,Thursday,08:04,48.00,17:57,45.11,17.64,600
61,Friday,09:22,48.00,11:09,46.54,8.88,21
62,Saturday,11:48,48.00,13:34,46.55,8.83,21
63,Sunday,No trips,32.0,,32.0,,
64,Monday,No trips,32.0,,32.0,,
65,Tuesday,07:59,48.00,17:56,44.66,20.37,600
66,Wednesday,08:06,48.00,09:55,46.51,9.09,22
67,Thursday,07:55,48.0,17:55,43.5,27.70,616
68,Friday,No trips,32.0,,32.0,,
69,Saturday,No trips,32.0,,32.0,,
70,Sunday,No trips,32.0,,32.0,,
71,Monday,No trips,32.0,,32.0,,
72,Tuesday,07:59,48.00,17:52,44.49,21.41,600
73,Wednesday,No trips,32.0,,32.0,,
74,Thursday,07:54,48.0,18:01,44.1,23.85,612
75,Friday,11:23,48.00,13:05,46.61,8.48,20
76,Saturday,13:42,48.00,15:21,46.64,8.32,20
77,Sunday,No trips,32.0,,32.0,,
78,Monday,No trips,32.0,,32.0,,
79,Tuesday,07:45,48.00,17:49,44.93,18.71,600
80,Wednesday,No trips,32.0,,32.0,,
81,Thursday,08:06,48.00,18:03,44.51,21.30,600
82,Friday,No trips,32.0,,32.0,,
83,Saturday,18:56,48.0,20:12,45.9,13.10,31
84,Sunday,No trips,32.0,,32.0,,
85,Monday,08:15,48.00,09:44,46.80,7.35,18
86,Tuesday,07:56,48.0,17:49,43.6,26.64,619
87,Wednesday,17:28,48.00,19:07,46.65,8.26,20
88,Thursday,08:07,48.00,18:00,45.09,17.72,600
89,Friday,10:44,48.00,11:49,47.11,5.43,13
90,Saturday,No trips,32.0,,32.0,,
91,Sunday,08:27,48.00,09:51,46.85,6.98,17
92,Monday,No trips,32.0,,32.0,,
93,Tuesday,07:52,48.00,17:52,44.67,20.33,600
94,Wednesday,No trips,32.0,,32.0,,
95,Thursday,08:10,48.0,18:14,43.5,27.55,617
96,Friday,No trips,32.0,,32.0,,
97,Saturday,No trips,32.0,,32.0,,
98,Sunday,08:44,48.00,09:38,47.26,4.53,11
99,Monday,No trips,32.0,,32.0,,
100,Tuesday,08:12,48.00,17:46,44.85,19.19,600
101,Wednesday,No trips,32.0,,32.0,,
102,Thursday,08:10,48.00,18:13,44.84,19.29,600
103,Friday,No trips,32.0,,32.0,,
104,Saturday,No trips,32.0,,32.0,,
105,Sunday,No trips,32.0,,32.0,,
106,Monday,No trips,32.0,,32.0,,
107,Tuesday,08:02,48.00,18:13,44.65,20.42,600
108,Wednesday,No trips,32.0,,32.0,,
109,Thursday,08:04,48.00,17:52,44.50,21.35,600
110,Friday,No trips,32.0,,32.0,,
111,Saturday,No trips,32.0,,32.0,,
112,Sunday,19:39,48.00,20:48,47.05,5.78,14
113,Monday,No trips,32.0,,32.0,,
114,Tuesday,07:54,48.00,17:47,45.03,18.11,600
115,Wednesday,No trips,32.0,,32.0,,
116,Thursday,08:11,48.00,18:13,44.91,18.84,600
117,Friday,No trips,32.0,,32.0,,
118,Saturday,17:19,48.00,18:43,46.85,7.00,17
119,Sunday,13:29,48.00,14:05,47.50,3.03,7
120,Monday,09:07,48.00,10:19,47.01,6.02,14
121,Tuesday,08:01,48.00,17:46,44.61,20.68,600
122,Wednesday,No trips,32.0,,32.0,,
123,Thursday,08:03,48.00,18:05,44.54,21.10,600
124,Friday,19:50,48.00,20:53,47.14,5.22,13
125,Saturday,No trips,32.0,,32.0,,
126,Sunday,No trips,32.0,,32.0,,
127,Monday,No trips,32.0,,32.0,,
128,Tuesday,07:56,48.00,18:13,44.77,19.71,600
129,Wednesday,No trips,32.0,,32.0,,
130,Thursday,08:10,48.00,17:53,44.87,19.09,600
131,Friday,No trips,32.0,,32.0,,
132,Saturday,19:40,48.00,21:05,46.83,7.12,17
133,Sunday,No trips,32.0,,32.0,,
134,Monday,No trips,32.0,,32.0,,
135,Tuesday,08:01,48.00,17:49,44.51,21.28,600
136,Wednesday,No trips,32.0,,32.0,,
137,Thursday,08:03,48.00,18:04,44.78,19.61,600
138,Friday,No trips,32.0,,32.0,,
139,Saturday,No trips,32.0,,32.0,,
140,Sunday,No trips,32.0,,32.0,,
141,Monday,No trips,32.0,,32.0,,
142,Tuesday,07:58,48.00,17:56,45.03,18.10,600
143,Wednesday,11:57,48.00,13:47,46.49,9.20,22
144,Thursday,08:01,48.00,18:06,45.09,17.77,600
145,Friday,No trips,32.0,,32.0,,
